,movie,year,imdb,metascore,votes,n_imdb
532,Good Bye Lenin!,2003,7.7,68,120062,77.0
533,The Recruit,2003,6.6,56,117945,66.0
534,Scary Movie 3,2003,5.5,49,117503,55.0
535,Bad Santa,2003,7.1,70,117472,71.0
536,Dogville,2003,8.0,60,114209,80.0
537,The Texas Chainsaw Massacre,2003,6.2,38,113693,62.0
538,Monster,2003,7.3,74,112504,73.0
539,Matchstick Men,2003,7.3,61,110830,73.0
540,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,108913,55.0
541,Charlie's Angels: Full Throttle,2003,4.8,48,105027,48.0
542,Freaky Friday,2003,6.1,70,103600,61.0
543,Tears of the Sun,2003,6.6,48,98574,66.0
544,Something's Gotta Give,2003,6.7,66,95676,67.0
545,Freddy vs. Jason,2003,5.8,37,93951,58.0
546,Gothika,2003,5.8,38,93494,58.0
547,The Life of David Gale,2003,7.6,31,93464,76.0
548,Paycheck,2003,6.3,43,92994,63.0
549,Wrong Turn,2003,6.1,32,92470,61.0
550,The Dreamers,2003,7.2,62,88162,72.0
551,The Rundown,2003,6.7,59,86518,67.0
552,Shanghai Knights,2003,6.2,58,86441,62.0
553,The Core,2003,5.4,48,80445,54.0
554,Intolerable Cruelty,2003,6.3,71,80027,63.0
555,Runaway Jury,2003,7.1,61,79923,71.0
556,Cheaper by the Dozen,2003,5.8,46,79786,58.0
557,Dreamcatcher,2003,5.5,35,79274,55.0
558,Memories of Murder,2003,8.1,82,77901,81.0
559,Brother Bear,2003,6.8,48,76406,68.0
560,Elephant,2003,7.2,70,74294,72.0
561,Thirteen,2003,6.8,70,71616,68.0
562,"Spring, Summer, Fall, Winter... and Spring",2003,8.1,85,66051,81.0
563,Mona Lisa Smile,2003,6.4,45,65077,64.0
564,House of 1000 Corpses,2003,6.0,31,63982,60.0
565,Ong-Bak: The Thai Warrior,2003,7.2,69,63405,72.0
566,Girl with a Pearl Earring,2003,7.0,72,63209,70.0
567,Holes,2003,7.1,71,62032,71.0
568,The Station Agent,2003,7.7,81,60441,77.0
569,Just Married,2003,5.4,28,60074,54.0
570,Seabiscuit,2003,7.3,72,59621,73.0
571,Love Me If You Dare,2003,7.7,45,58806,77.0
572,House of Sand and Fog,2003,7.6,71,58359,76.0
573,High Tension,2003,6.8,42,57975,68.0
574,Peter Pan,2003,6.9,64,56926,69.0
575,Open Range,2003,7.5,67,56838,75.0
576,Timeline,2003,5.6,28,54742,56.0
577,Daddy Day Care,2003,5.5,39,52682,55.0
578,Basic,2003,6.5,34,52215,65.0
579,What a Girl Wants,2003,5.8,41,50727,58.0
580,Kal Ho Naa Ho,2003,8.0,54,50439,80.0
581,Coffee and Cigarettes,2003,7.1,65,50137,71.0
582,"Legally Blonde 2: Red, White & Blonde",2003,4.7,47,49841,47.0
583,Out of Time,2003,6.5,63,48566,65.0
584,Duplex,2003,5.9,50,48439,59.0
585,Jeepers Creepers II,2003,5.6,36,48046,56.0
586,Stuck on You,2003,5.8,62,46136,58.0
587,A Tale of Two Sisters,2003,7.3,65,45782,73.0
588,Secondhand Lions,2003,7.6,52,45286,76.0
589,The Triplets of Belleville,2003,7.8,91,44468,78.0
590,Open Water,2003,5.7,63,44397,57.0
591,Bulletproof Monk,2003,5.5,40,43615,55.0
592,Spy Kids 3: Game Over,2003,4.2,57,43387,42.0
593,American Splendor,2003,7.5,90,43316,75.0
594,Gigli,2003,2.4,18,42682,24.0
595,The Blind Swordsman: Zatoichi,2003,7.6,75,42357,76.0
596,National Security,2003,5.6,31,40883,56.0
597,A Man Apart,2003,6.1,36,40068,61.0
598,11:14,2003,7.2,65,39607,72.0
599,Sinbad: Legend of the Seven Seas,2003,6.7,48,39166,67.0
600,The Cat in the Hat,2003,3.8,19,38843,38.0
601,Under the Tuscan Sun,2003,6.8,52,38569,68.0
602,Honey,2003,5.3,37,38514,53.0
603,The Hunted,2003,6.0,40,37501,60.0
604,Swimming Pool,2003,6.8,70,36635,68.0
605,Cradle 2 the Grave,2003,5.8,36,36525,58.0
606,Down with Love,2003,6.3,52,34524,63.0
607,The Haunted Mansion,2003,4.9,34,34193,49.0
608,The Return,2003,8.0,82,33609,80.0
609,Radio,2003,6.9,38,33602,69.0
610,House of the Dead,2003,2.0,15,33049,20.0
611,Hollywood Homicide,2003,5.3,47,32329,53.0
612,The Medallion,2003,5.2,38,32254,52.0
613,Dumb and Dumberer: When Harry Met Lloyd,2003,3.4,19,31826,34.0
614,Evil,2003,7.8,61,31525,78.0
615,Confidence,2003,6.7,59,31195,67.0
616,Bringing Down the House,2003,5.6,39,31134,56.0
617,Uptown Girls,2003,6.1,33,30546,61.0
618,Shattered Glass,2003,7.2,73,29976,72.0
619,The Lizzie McGuire Movie,2003,5.4,56,29660,54.0
620,The Cooler,2003,7.0,69,29428,70.0
621,The Missing,2003,6.5,55,28854,65.0
622,Touching the Void,2003,8.1,82,28615,81.0
623,Agent Cody Banks,2003,5.1,41,28318,51.0
624,Darkness Falls,2003,5.0,23,27013,50.0
625,Looney Tunes: Back in Action,2003,5.7,64,26416,57.0
626,The Human Stain,2003,6.3,57,26412,63.0
627,Anything Else,2003,6.4,43,26359,64.0
628,The Barbarian Invasions,2003,7.7,70,25695,77.0
629,Kangaroo Jack,2003,4.4,16,24704,44.0
630,From Justin to Kelly,2003,2.1,14,23930,21.0
631,Beyond Borders,2003,6.5,32,23467,65.0
632,A Mighty Wind,2003,7.3,81,23127,73.0
633,Ned Kelly,2003,6.5,56,22618,65.0
634,View from the Top,2003,5.2,27,22128,52.0
635,My Life Without Me,2003,7.6,57,21920,76.0
636,Tokyo Godfathers,2003,7.9,73,21821,79.0
637,Kontroll,2003,7.7,72,20833,77.0
638,The United States of Leland,2003,7.1,37,20744,71.0
639,Capturing the Friedmans,2003,7.8,90,20418,78.0
640,Calendar Girls,2003,6.9,60,20399,69.0
641,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,8.2,87,20142,82.0
642,In the Cut,2003,5.3,46,19308,53.0
643,Wonderland,2003,6.6,43,19301,66.0
644,Cold Creek Manor,2003,4.9,37,18936,49.0
645,The Corporation,2003,8.1,73,18760,81.0
646,Code 46,2003,6.2,57,18650,62.0
647,Pieces of April,2003,7.1,70,18462,71.0
648,Saints and Soldiers,2003,6.8,56,18387,68.0
649,The Best of Youth,2003,8.5,89,17388,85.0
650,Veronica Guerin,2003,6.9,55,16859,69.0
651,Malibu's Most Wanted,2003,5.1,43,16655,51.0
652,Willard,2003,6.2,61,15725,62.0
653,The Green Butchers,2003,7.3,54,15651,73.0
654,Head of State,2003,5.4,44,15585,54.0
655,The Order,2003,5.2,21,15477,52.0
656,Latter Days,2003,7.1,45,15131,71.0
657,Carandiru,2003,7.6,71,14949,76.0
658,One Missed Call,2003,6.2,54,14838,62.0
659,A Guy Thing,2003,5.6,27,14808,56.0
660,Eternal Sunshine of the Spotless Mind,2004,8.3,89,724968,83.0
661,Kill Bill: Vol. 2,2004,8.0,83,548176,80.0
662,Million Dollar Baby,2004,8.1,86,521301,81.0
663,The Incredibles,2004,8.0,90,514146,80.0
664,Spider-Man 2,2004,7.3,83,445820,73.0
665,The Notebook,2004,7.9,53,425205,79.0
666,Shaun of the Dead,2004,8.0,76,422540,80.0
667,Harry Potter and the Prisoner of Azkaban,2004,7.8,82,419988,78.0
668,"I, Robot",2004,7.1,59,417296,71.0
669,Troy,2004,7.2,56,408806,72.0
670,The Butterfly Effect,2004,7.7,30,382299,77.0
671,Crash,2004,7.8,69,376444,78.0
672,The Bourne Supremacy,2004,7.8,73,375768,78.0
673,The Day After Tomorrow,2004,6.4,47,353250,64.0
674,Shrek 2,2004,7.2,75,338065,72.0
675,The Terminal,2004,7.3,55,326522,73.0
676,Saw,2004,7.7,46,317865,77.0
677,Collateral,2004,7.6,71,308868,76.0
678,Ocean's Twelve,2004,6.5,58,302636,65.0
679,The Machinist,2004,7.7,61,300544,77.0
680,Hotel Rwanda,2004,8.1,79,283172,81.0
681,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,283143,72.0
682,Man on Fire,2004,7.7,47,282081,77.0
683,The Aviator,2004,7.5,77,281112,75.0
684,50 First Dates,2004,6.8,48,280805,68.0
685,Downfall,2004,8.3,82,267789,83.0
686,Mean Girls,2004,7.0,66,266582,70.0
687,National Treasure,2004,6.9,39,266286,69.0
688,Hellboy,2004,6.8,72,258165,68.0
689,Howl's Moving Castle,2004,8.2,80,237604,82.0
690,Meet the Fockers,2004,6.3,41,221566,63.0
691,Van Helsing,2004,6.0,35,209033,60.0
692,The Village,2004,6.5,44,207037,65.0
693,Dawn of the Dead,2004,7.4,59,204326,74.0
694,Dodgeball: A True Underdog Story,2004,6.7,55,196248,67.0
695,Garden State,2004,7.5,67,193071,75.0
696,The Chronicles of Riddick,2004,6.7,38,192109,67.0
697,The Passion of the Christ,2004,7.2,47,187793,72.0
698,Finding Neverland,2004,7.7,67,180785,77.0
699,Before Sunset,2004,8.0,90,180595,80.0
700,The Girl Next Door,2004,6.8,47,178763,68.0
701,Closer,2004,7.3,65,176127,73.0
702,A Series of Unfortunate Events,2004,6.8,62,170911,68.0
703,EuroTrip,2004,6.6,45,169723,66.0
704,Napoleon Dynamite,2004,6.9,64,169297,69.0
705,Resident Evil: Apocalypse,2004,6.2,35,163399,62.0
706,Harold & Kumar Go to White Castle,2004,7.1,64,161960,71.0
707,Sideways,2004,7.5,94,156947,75.0
708,Secret Window,2004,6.6,46,155813,66.0
709,AVP: Alien vs. Predator,2004,5.6,29,155283,56.0
710,The Life Aquatic with Steve Zissou,2004,7.3,62,149492,73.0
711,Alexander,2004,5.5,39,144917,55.0
712,King Arthur,2004,6.3,46,143056,63.0
713,Blade: Trinity,2004,5.9,38,141861,59.0
714,Team America: World Police,2004,7.2,64,141692,72.0
715,Layer Cake,2004,7.4,73,140934,74.0
716,Shark Tale,2004,6.0,48,140637,60.0
717,The Polar Express,2004,6.6,61,132486,66.0
718,The Punisher,2004,6.5,33,130627,65.0
719,13 Going on 30,2004,6.1,57,130407,61.0
720,Starsky & Hutch,2004,6.1,55,124863,61.0
721,The Grudge,2004,5.9,49,121827,59.0
722,Ray,2004,7.7,73,117061,77.0
723,Fahrenheit 9/11,2004,7.5,67,116872,75.0
724,Along Came Polly,2004,5.9,44,110974,59.0
725,White Chicks,2004,5.5,41,105909,55.0
726,Kung Fu Hustle,2004,7.8,78,105580,78.0
727,The Phantom of the Opera,2004,7.3,40,101415,73.0
728,House of Flying Daggers,2004,7.6,89,96192,76.0
729,Catwoman,2004,3.3,27,92325,33.0
730,The Manchurian Candidate,2004,6.6,76,90660,66.0
731,Super Size Me,2004,7.3,73,89803,73.0
732,The Ladykillers,2004,6.2,56,87888,62.0
733,The Motorcycle Diaries,2004,7.8,75,86626,78.0
734,Bridget Jones: The Edge of Reason,2004,5.9,44,84767,59.0
735,Cellular,2004,6.5,60,82247,65.0
736,Primer,2004,6.9,68,80148,69.0
737,Sky Captain and the World of Tomorrow,2004,6.1,64,74914,61.0
738,Around the World in 80 Days,2004,5.8,49,72736,58.0
739,Hidalgo,2004,6.7,54,70274,67.0
740,Spanglish,2004,6.4,48,68701,64.0
741,Taking Lives,2004,6.2,38,68467,62.0
742,The Sea Inside,2004,8.0,74,67834,80.0
743,A Cinderella Story,2004,5.9,25,67552,59.0
744,A Very Long Engagement,2004,7.7,76,64890,77.0
745,Garfield,2004,5.0,27,63853,50.0
746,The SpongeBob SquarePants Movie,2004,7.0,66,63195,70.0
747,Mysterious Skin,2004,7.7,73,59202,77.0
748,The Forgotten,2004,5.8,43,59200,58.0
749,The Princess Diaries 2: Royal Engagement,2004,5.7,43,58756,57.0
750,District B13,2004,7.2,70,58442,72.0
751,I Heart Huckabees,2004,6.7,55,58281,67.0
752,Jersey Girl,2004,6.2,43,56776,62.0
753,Walking Tall,2004,6.2,44,56474,62.0
754,Wimbledon,2004,6.3,59,53779,63.0
755,The Stepford Wives,2004,5.2,42,51751,52.0
756,Mindhunters,2004,6.4,33,51482,64.0
757,Ella Enchanted,2004,6.3,53,51067,63.0
758,In Good Company,2004,6.5,66,50098,65.0
759,Ladder 49,2004,6.5,47,50073,65.0
760,Friday Night Lights,2004,7.3,70,49856,73.0
761,Night Watch,2004,6.5,58,48532,65.0
762,Bad Education,2004,7.5,81,47774,75.0
763,The Whole Ten Yards,2004,5.5,24,47757,55.0
764,The Chorus,2004,7.9,56,47196,79.0
765,Flight of the Phoenix,2004,6.1,47,47081,61.0
766,Wicker Park,2004,7.0,40,46915,70.0
767,Alfie,2004,6.2,49,45276,62.0
768,Kinsey,2004,7.1,79,43813,71.0
769,2046,2004,7.5,78,43613,75.0
770,Head-On,2004,8.0,78,43090,80.0
771,Dead Man's Shoes,2004,7.7,52,42202,77.0
772,Saved!,2004,6.8,62,41416,68.0
773,3-Iron,2004,8.1,72,41159,81.0
774,After the Sunset,2004,6.3,38,39782,63.0
775,Veer-Zaara,2004,7.9,67,39255,79.0
776,Without a Paddle,2004,5.9,29,38946,59.0
777,Miracle,2004,7.5,68,38796,75.0
778,Shall We Dance,2004,6.1,47,37511,61.0
779,Scooby-Doo 2: Monsters Unleashed,2004,5.0,34,36192,50.0
780,Taxi,2004,4.4,27,34752,44.0
781,The Prince and Me,2004,5.9,47,33573,59.0
782,Tae Guk Gi: The Brotherhood of War,2004,8.1,64,33411,81.0
783,The Libertine,2004,6.4,44,32227,64.0
784,Raising Helen,2004,6.0,38,32140,60.0
785,Chasing Liberty,2004,6.1,46,31615,61.0
786,Maria Full of Grace,2004,7.5,87,31386,75.0
787,The Merchant of Venice,2004,7.1,63,30932,71.0
788,Birth,2004,6.1,50,30911,61.0
789,Christmas with the Kranks,2004,5.2,22,30731,52.0
790,Ghost in the Shell 2: Innocence,2004,7.6,66,30438,76.0
791,Seed of Chucky,2004,4.9,46,30406,49.0
792,Exorcist: The Beginning,2004,5.1,30,29687,51.0
793,The Woodsman,2004,7.2,72,28654,72.0
794,Melinda and Melinda,2004,6.5,54,28248,65.0
795,The Edukators,2004,7.5,68,27998,75.0
796,The Final Cut,2004,6.2,43,27881,62.0
797,Mean Creek,2004,7.3,74,27540,73.0
798,Spartan,2004,6.6,60,27220,66.0
799,Envy,2004,4.8,31,27218,48.0
800,Superbabies: Baby Geniuses 2,2004,2.0,9,26539,20.0
801,Club Dread,2004,5.7,45,24748,57.0
802,Torque,2004,4.0,41,24510,40.0
803,Confessions of a Teenage Drama Queen,2004,4.6,33,24380,46.0
804,You Got Served,2004,3.5,37,24075,35.0
805,The Assassination of Richard Nixon,2004,7.0,63,23791,70.0
806,Win a Date with Tad Hamilton!,2004,5.6,52,23747,56.0
807,Raise Your Voice,2004,5.9,33,23742,59.0
808,Anacondas: The Hunt for the Blood Orchid,2004,4.6,40,23676,46.0
809,Dirty Dancing: Havana Nights,2004,6.0,39,23274,60.0
810,Godsend,2004,4.8,24,23035,48.0
811,A Love Song for Bobby Long,2004,7.2,48,22875,72.0
812,Millions,2004,7.0,74,22616,70.0
813,Vera Drake,2004,7.7,83,21066,77.0
814,The Perfect Score,2004,5.7,35,20636,57.0
815,Laws of Attraction,2004,5.9,38,19611,59.0
816,Dear Frankie,2004,7.8,63,19429,78.0
